,X,EH_ID,experiment,completed_mice,labels,Repeated_DNA_extract,dpi,Utilised_fecal_mass_for_DNA_extraction_in grams,Extraction_round_1,Extraction_round_2,Errors_during_extraction,E57_Sample_status,VJD_Sample_status,Faeces_for_RNA-SEQ,Date_of_extraction,Executor,Sample_location,V_H20,Date and Time,Nucleic Acid Conc.,Unit,A260,A280,260/280,260/230,Sample Type
354,552,LM0227,E57,,E57aDWX,,9,,,,,Unknown,Found,,,,Box_1&5_Row_2&5,,,,,,,,,
355,551,LM0227,E57,,E57aEWY,,10,,,,,Unknown,Found,,,,Box_1&5_Row_2&5,,,,,,,,,
356,563,LM0227,E57,,E57aWYZ,,11,,,,,Unknown,Found,,,,Box_1&5_Row_2&5,,,,,,,,,
357,570,LM0228,E57,XX,E57aHPX,,0,0.0566,with_beads,with_beads,,Empty,Found,Available,16.04.2022_B1,Dileshi,Box_6_Row_1,,4/16/2022 5:21:03 PM,115,ng/µl,2.3,1.25,1.84,2.11,D
358,567,LM0228,E57,XX,E57aFJN,,1,0.0452,with_beads,with_beads,,Found,Found,,10.03.2022_B1_B1,Dileshi,Box_6_Row_1,,,,,,,,,
359,567,LM0228,E57,XX,E57aGJS,Yes,1,0.0855,with_beads,with_beads,,Found,Found,Available,16.04.2022_B1,Dileshi,,,,,,,,,,
360,581,LM0228,E57,XX,E57aJTV,,2,0.707,with_beads,with_beads,,Found,Found,Available,16.04.2022_B1,Dileshi,Box_6_Row_1,,4/16/2022 5:17:52 PM,238.1,ng/µl,4.761,2.82,1.69,1.11,D
361,575,LM0228,E57,XX,E57aSUV,,3,0.1172,with_beads,with_beads,,Found,Found,,24.03.2022,Alexa,Box_6_Row_1,,3/24/2022 11:52:15 AM,83.6,ng/µl,1.673,0.901,1.86,1.94,D
362,575,LM0228,E57,XX,E57aFMP,,3,0.1172,with_beads,with_beads,,Found,Found,,24.03.2022,Alexa,Box_6_Row_1,,4/26/2022 7:57:42 PM,83.3,ng/µl,1.666,0.936,1.78,1.24,D
363,584,LM0228,E57,XX,E57aCKO,,4,0.0912,with_beads,with_beads,,Found,Found,Available,16.04.2022_B1,Dileshi,Box_6_Row_1,,4/16/2022 5:15:04 PM,134.7,ng/µl,2.694,1.518,1.77,1.45,D
364,580,LM0228,E57,XX,E57aSUY,,5,0.0751,with_beads,with_beads,,Unknown,Found,,16.04.2022_B1,Dileshi,Box_6_Row_1,,4/16/2022 5:17:10 PM,51.2,ng/µl,1.024,0.563,1.82,1.68,D
365,566,LM0228,E57,XX,E57aAFW,,6,0.0826,with_beads,with_beads,,Found,Found,,16.04.2022_B1,Dileshi,Box_6_Row_1,,4/16/2022 5:19:16 PM,120.7,ng/µl,2.413,1.332,1.81,1.59,D
366,576,LM0228,E57,XX,E57aDRV,,7,0.0560,with_beads,with_beads,,Unknown,Found,,16.04.2022_B1,Dileshi,Box_6_Row_1,,4/16/2022 5:20:05 PM,72.9,ng/µl,1.457,0.811,1.8,1.38,D
367,571,LM0228,E57,XX,E57aDKZ,,8,,,,,Unknown,Unknown,,,,Box_6_Row_1,,,,,,,,,
368,568,LM0228,E57,XX,E57aLQX,,9,0.0665,with_beads,with_beads,,Unknown,Found,,16.04.2022_B1,Dileshi,Box_6_Row_1,,4/16/2022 5:22:04 PM,280.8,ng/µl,5.616,3.059,1.84,2.16,D
369,569,LM0228,E57,XX,E57aSXZ,,10,0.0614,with_beads,with_beads,,Unknown,Found,Available,16.04.2022_B1,Dileshi,Box_6_Row_1,,4/16/2022 5:13:35 PM,166.5,ng/µl,3.33,1.83,1.82,1.8,D
370,583,LM0228,E57,XX,E57aBUY,,11,0.1199,with_beads,with_beads,,Unknown,Found,Available,16.04.2022_B1,Dileshi,Box_6_Row_1,,4/16/2022 5:12:19 PM,189.6,ng/µl,3.792,2.06,1.84,2.16,D
371,588,LM0229,E57,XX,E57aFMT,,0,0.0641,with_beads,with_beads,,Found,Found,Available,16.04.2022_B2,Dileshi,Box_6_Row_2,,4/16/2022 5:06:43 PM,24.1,ng/µl,0.483,0.272,1.77,1.47,D
372,588,LM0229,E57,XX,E57aBGQ,Yes,0,0.0623,with_beads,with_beads,,Found,Found,Available,23.04.2022_B2,Dileshi,,,4/23/2022 8:26:57 PM,204.6,ng/µl,4.093,2.292,1.79,1.61,D
373,603,LM0229,E57,XX,E57aNSW,,1,0.0428,with_beads,with_beads,,Found,Found,,10.03.2022_B1_B1,Dileshi,Box_6_Row_2,,4/26/2022 8:14:55 PM,102,ng/µl,2.04,1.086,1.88,1.84,D
374,585,LM0229,E57,XX,E57aIWY,,2,0.0686,with_beads,with_beads,,Empty,Found,Available,16.04.2022_B2,Dileshi,Box_6_Row_2,,4/16/2022 5:04:49 PM,208.9,ng/µl,4.177,2.336,1.79,1.51,D
375,593,LM0229,E57,XX,E57aAOR,,3,0.0982,with_beads,with_beads,,Found,Found,Available,16.04.2022_B2,Dileshi,Box_6_Row_2,,4/16/2022 5:03:56 PM,180.7,ng/µl,3.614,1.958,1.85,1.91,D
376,602,LM0229,E57,XX,E57aFLR,,4,0.0840,with_beads,with_beads,,Found,Found,,16.04.2022_B2,Dileshi,Box_6_Row_2,,4/16/2022 5:03:07 PM,108.8,ng/µl,2.176,1.18,1.84,1.89,D
377,597,LM0229,E57,XX,E57aBGK,,5,0.1062,with_beads,with_beads,,Found,Found,,16.04.2022_B2,Dileshi,Box_6_Row_2,,4/16/2022 5:08:42 PM,153.4,ng/µl,3.069,1.675,1.83,1.87,D
378,600,LM0229,E57,XX,E57aCQX,,6,0.0569,with_beads,with_beads,,Unknown,Found,,16.04.2022_B2,Dileshi,Box_6_Row_2,,4/16/2022 5:07:22 PM,73.7,ng/µl,1.475,0.82,1.8,1.6,D
379,589,LM0229,E57,XX,E57aHNQ,,7,0.0373,with_beads,with_beads,,Unknown,Found,,16.04.2022_B2,Dileshi,Box_6_Row_2,,4/16/2022 5:00:51 PM,32.5,ng/µl,0.65,0.358,1.82,1.49,D
380,599,LM0229,E57,XX,E57aCSY,,8,,,,,Unknown,Unknown,,,,Box_6_Row_2,,,,,,,,,
381,592,LM0229,E57,XX,E57aANW,,9,0.0608,with_beads,with_beads,,Unknown,Found,,16.04.2022_B2,Dileshi,Box_6_Row_2,,4/16/2022 5:08:10 PM,118.2,ng/µl,2.364,1.329,1.78,1.43,D
382,601,LM0229,E57,XX,E57aEMO,,10,0.0773,with_beads,with_beads,,Unknown,Found,Available,16.04.2022_B2,Dileshi,Box_6_Row_2,,4/16/2022 5:09:46 PM,50.9,ng/µl,1.017,0.587,1.73,1.16,D
383,605,LM0229,E57,XX,E57aEGZ,,11,0.0573,with_beads,with_beads,,Unknown,Found,Available,16.04.2022_B2,Dileshi,Box_6_Row_2,,4/16/2022 5:02:18 PM,231.4,ng/µl,4.628,2.526,1.83,2.22,D
384,615,LM0230,E57,,E57aHKN,,0,,,,,Empty,Found,,,,Box_6_Row_3,,,,,,,,,
385,609,LM0230,E57,,E57aBDG,,1,,,,,Found,Found,,,,Box_6_Row_3,,,,,,,,,
386,607,LM0230,E57,,E57aNOT,,2,,,,,Unknown,Found,,,,Box_6_Row_3,,,,,,,,,
387,612,LM0230,E57,,E57aKRU,,3,,,,,Found,Found,,,,Box_6_Row_3,,,,,,,,,
388,606,LM0230,E57,,E57aBDY,,4,,,,,Found,Found,,,,Box_6_Row_3,,,,,,,,,
389,613,LM0230,E57,,E57aAJW,,5,,,,,Unknown,Found,,,,Box_6_Row_3,,,,,,,,,
390,616,LM0230,E57,,E57aBCL,,6,,,,,Unknown,Found,,,,Box_6_Row_3,,,,,,,,,
391,611,LM0230,E57,,E57aMQV,,7,,,,,Unknown,Found,,,,Box_6_Row_3,,,,,,,,,
392,608,LM0230,E57,,E57aCMZ,,8,,,,,Unknown,Unknown,,,,Box_6_Row_3,,,,,,,,,
393,614,LM0230,E57,,E57aOPV,,9,,,,,Unknown,Empty,,,,Box_6_Row_3,,,,,,,,,
394,617,LM0230,E57,,E57aHKX,,10,,,,,Unknown,Unknown,,,,Box_6_Row_3,,,,,,,,,
395,610,LM0230,E57,,E57aDVW,,11,,,,,Unknown,Unknown,,,,Box_6_Row_3,,,,,,,,,
396,623,LM0231,E57,,E57aCOR,,0,,,,,Found,Found,Available,,,Box_6_Row_4,,,,,,,,,
397,630,LM0231,E57,,E57aNSY,,1,0.1182,no_beads,no_beads,,Found,Found,Available,09.03.2022,Alexa,Box_6_Row_4,,,,,,,,,
398,618,LM0231,E57,,E57aNPY,,2,0.0523,with_beads,with_beads,,Found,Found,,05.04.2022_B1,Dileshi,Box_6_Row_4,,4/5/2022 3:46:09 PM,-94.8,ng/µl,-1.897,1.227,-1.55,-1.68,D
399,625,LM0231,E57,,E57aOTX,,3,0.1072,with_beads,with_beads,,Found,Found,,23.03.2022,Alexa,Box_6_Row_4,,,,,,,,,
400,627,LM0231,E57,,E57aDHI,,4,,,,,Empty,Found,,,,Box_6_Row_4,,,,,,,,,
401,624,LM0231,E57,,E57aDMN,,5,,,,,Unknown,Found,,,,Box_6_Row_4,,,,,,,,,
402,620,LM0231,E57,,E57aOQR,,6,,,,,Unknown,Found,,,,Box_6_Row_4,,,,,,,,,
403,632,LM0231,E57,,E57aBIX,,7,,,,,Unknown,Found,,,,Box_6_Row_4,,,,,,,,,
404,633,LM0231,E57,,E57aQRS,,8,,,,,Unknown,Unknown,,,,Box_6_Row_4,,,,,,,,,
405,621,LM0231,E57,,E57aNUV,,9,,,,,Unknown,Found,,,,Box_6_Row_4,,,,,,,,,
406,619,LM0231,E57,,E57aFJY,,10,,,,,Unknown,Found,,,,Box_6_Row_4,,,,,,,,,
407,636,LM0231,E57,,E57aLNY,,11,,,,,Unknown,Found,,,,Box_6_Row_4,,,,,,,,,
408,652,LM0232,E57,,E57aBIS,,0,,,,,Found,Found,,,,Box_6_Row_5,,,,,,,,,
409,645,LM0232,E57,,E57aEQW,,1,0.0713,no_beads,no_beads,4_minute_longer_fridge_incubation,Found,Found,Available,09.03.2022_B1,Dileshi,Box_6_Row_5,,,,,,,,,
410,643,LM0232,E57,,E57aHLX,,2,,,,,Found,Found,,,,Box_6_Row_5,,,,,,,,,
411,644,LM0232,E57,,E57aCNW,,3,,,,,Found,Found,,,,Box_6_Row_5,,,,,,,,,
412,650,LM0232,E57,,E57aDNO,,4,,,,,Found,Found,,,,Box_6_Row_5,,,,,,,,,
413,641,LM0232,E57,,E57aMOY,,5,,,,,Found,Found,,,,Box_6_Row_5,,,,,,,,,
414,655,LM0232,E57,,E57aJVX,,6,,,,,Unknown,Found,,,,Box_6_Row_5,,,,,,,,,
415,648,LM0232,E57,,E57aMOW,,7,,,,,Unknown,Found,,,,Box_6_Row_5,,,,,,,,,
416,649,LM0232,E57,,E57aEIM,,8,,,,,Unknown,Unknown,,,,Box_6_Row_5,,,,,,,,,
417,647,LM0232,E57,,E57aFHL,,9,,,,,Unknown,Found,,,,Box_6_Row_5,,,,,,,,,
418,657,LM0232,E57,,E57aAGI,,10,,,,,Unknown,Found,,,,Box_6_Row_5,,,,,,,,,
419,658,LM0232,E57,,E57aEMZ,,11,,,,,Unknown,Found,,,,Box_6_Row_5,,4/20/2022 1:56:11 PM,88,ng/µl,1.759,0.951,1.85,2.08,D
420,672,LM0233,E57,,E57aAJU,,0,,,,,Found,Found,,,,Box_7_Row_1,,,,,,,,,
421,675,LM0233,E57,,E57aDQZ,,1,,,,,Unknown,Found,,,,Box_7_Row_1,,,,,,,,,
422,680,LM0233,E57,,E57aBFG,,2,,,,,Unknown,Found,,,,Box_7_Row_1,,,,,,,,,
423,668,LM0233,E57,,E57aFJX,,3,,,,,Found,Found,,,,Box_7_Row_1,,,,,,,,,
424,673,LM0233,E57,,E57aGMV,,4,0.0540,with_beads,with_beads,,Found,Found,,24.03.2022,Alexa,Box_7_Row_1,,,,,,,,,
425,679,LM0233,E57,,E57aANT,,5,,,,,Unknown,Found,,,,Box_7_Row_1,,,,,,,,,
426,663,LM0233,E57,,E57aRVW,,6,,,,,Unknown,Found,,,,Box_7_Row_1,,,,,,,,,
427,671,LM0233,E57,,E57aLOY,,7,,,,,Unknown,Found,,,,Box_7_Row_1,,,,,,,,,
428,669,LM0233,E57,,E57aDHR,,8,,,,,Unknown,Unknown,,,,Box_7_Row_1,,,,,,,,,
429,678,LM0233,E57,,E57aAOX,,9,,,,,Unknown,Found,,,,Box_7_Row_1,,,,,,,,,
430,677,LM0233,E57,,E57aGOT,,10,,,,,Unknown,Found,,,,Box_7_Row_1,,,,,,,,,
431,670,LM0233,E57,,E57aKNZ,,11,,,,,Unknown,Found,,,,Box_7_Row_1,,,,,,,,,
432,699,LM0234,E57,,E57aDOP,,0,,,,,Found,Unknown,Available,,,Box_7_Row_2,,,,,,,,,
433,683,LM0234,E57,,E57aJTW,,1,,,,,Unknown,Found,,,,Box_7_Row_2,,,,,,,,,
434,689,LM0234,E57,,E57aGPS,,2,,,,,Found,Found,,,,Box_7_Row_2,,,,,,,,,
435,684,LM0234,E57,,E57aDKN,,3,0.0711,with_beads,with_beads,,Found,Found,,23.03.2022,Alexa,Box_7_Row_2,,,,,,,,,
436,697,LM0234,E57,,E57aBKL,,4,,,,,Found,Found,,,,Box_7_Row_2,,,,,,,,,
437,691,LM0234,E57,,E57aBJN,,5,,,,,Found,Found,,,,Box_7_Row_2,,,,,,,,,
438,693,LM0234,E57,,E57aDSX,,6,,,,,Unknown,Found,,,,Box_7_Row_2,,,,,,,,,
439,700,LM0234,E57,,E57aGSZ,,7,,,,,Unknown,Found,,,,Box_7_Row_2,,,,,,,,,
440,696,LM0234,E57,,E57aHMY,,8,,,,,Unknown,Unknown,,,,Box_7_Row_2,,,,,,,,,
441,692,LM0234,E57,,E57aFLZ,,9,,,,,Unknown,Found,,,,Box_7_Row_2,,,,,,,,,
442,694,LM0234,E57,,E57aEHK,,10,,,,,Unknown,Found,,,,Box_7_Row_2,,,,,,,,,
443,695,LM0234,E57,,E57aBFL,,11,,,,,Unknown,Found,,,,Box_7_Row_2,,,,,,,,,
444,706,LM0235,E57,,E57aCKV,,0,,,,,Found,Found,Available,,,Box_7_Row_4,,,,,,,,,
445,713,LM0235,E57,,E57aGMS,,1,0.1006,no_beads,no_beads,,Found,Found,,07.03.2022_B1,Fay_Alexa_Dileshi,Box_7_Row_4,,,,,,,,,
446,714,LM0235,E57,,E57aLOT,,2,,,,,Found,Found,,,,Box_7_Row_4,,,,,,,,,
447,708,LM0235,E57,,E57aCJT,,3,0.1153,with_beads,with_beads,,Found,Unknown,,24.03.2022,Alexa,Box_7_Row_4,,,,,,,,,
448,710,LM0235,E57,,E57aDKQ,,4,,,,,Found,Found,,,,Box_7_Row_4,,,,,,,,,
449,717,LM0235,E57,,E57aEUW,,5,,,,,Found,Found,,,,Box_7_Row_4,,,,,,,,,
450,719,LM0235,E57,,E57aFQV,,6,,,,,Unknown,Found,,,,Box_7_Row_4,,,,,,,,,
451,716,LM0235,E57,,E57aDXY,,7,,,,,Unknown,Found,,,,Box_7_Row_4,,,,,,,,,
452,711,LM0235,E57,,E57aDIS,,8,,,,,Unknown,Unknown,,,,Box_7_Row_4,,,,,,,,,
453,715,LM0235,E57,,E57aETZ,,9,,,,,Unknown,Unknown,,,,Box_7_Row_4,,,,,,,,,
454,718,LM0235,E57,,E57aENR,,10,,,,,Unknown,Found,,,,Box_7_Row_4,,,,,,,,,
455,705,LM0235,E57,,E57aIOY,,11,,,,,Unknown,Found,,,,Box_7_Row_4,,,,,,,,,
456,728,LM0236,E57,,E57aCJQ,,0,,,,,Found,Found,,,,Box_7_Row_3,,,,,,,,,
457,736,LM0236,E57,,E57aNQW,,1,,,,,Unknown,Found,,,,Box_7_Row_3,,,,,,,,,
458,733,LM0236,E57,,E57aHOU,,2,,,,,Unknown,Found,,,,Box_7_Row_3,,,,,,,,,
459,739,LM0236,E57,,E57aIOX,,3,,,,,Empty,Found,,,,Box_7_Row_3,,,,,,,,,
460,725,LM0236,E57,,E57aDMT,,4,0.0510,with_beads,with_beads,,Found,Found,,10.03.2022_B1,Dileshi,Box_7_Row_3,,,,,,,,,
461,741,LM0236,E57,,E57aTXZ,,5,,,,,Unknown,Found,,,,Box_7_Row_3,,,,,,,,,
462,742,LM0236,E57,,E57aDEK,,6,,,,,Unknown,Unknown,,,,Box_7_Row_3,,,,,,,,,
463,729,LM0236,E57,,E57aDEK2,,7,,,,,Unknown,Found,,,,Box_7_Row_3,,,,,,,,,
464,723,LM0236,E57,,E57aGRV,,8,,,,,Unknown,Unknown,,,,Box_7_Row_3,,,,,,,,,
465,738,LM0236,E57,,E57aHTZ,,9,,,,,Unknown,Found,,,,Box_7_Row_3,,,,,,,,,
466,724,LM0236,E57,,E57aAEQ,,10,,,,,Unknown,Found,,,,Box_7_Row_3,,,,,,,,,
467,735,LM0236,E57,,E57aLRX,,11,,,,,Unknown,Found,,,,Box_7_Row_3,,,,,,,,,
468,750,LM0237,E57,,E57aQVY,,0,,,,,Found,Found,Available,,,Box_7_Row_5,,,,,,,,,
469,747,LM0237,E57,,E57aGNZ,,1,0.0430,no_beads,no_beads,4_minute_longer_fridge_incubation,Found,Found,,09.03.2022_B1,Dileshi,Box_7_Row_5,,,,,,,,,
470,753,LM0237,E57,,E57aMPT,,2,0.0056,with_beads,with_beads,,Found,Found,,07.04.2022_B1,Dileshi,Box_7_Row_5,,4/7/2022 2:22:52 PM,70.1,ng/µl,1.401,0.991,1.41,0.51,D
471,744,LM0237,E57,,E57aCFW,,3,,,,,Found,Found,,,,Box_7_Row_5,,,,,,,,,
472,751,LM0237,E57,,E57aAJT,,4,,,,,Found,Found,,,,Box_7_Row_5,,,,,,,,,
473,752,LM0237,E57,,E57aIJS,,5,,,,,Found,Found,,,,Box_7_Row_5,,,,,,,,,
474,749,LM0237,E57,,E57aCSX,,6,,,,,Unknown,Found,,,,Box_7_Row_5,,,,,,,,,
475,745,LM0237,E57,,E57aFLQ,,7,,,,,Unknown,Found,,,,Box_7_Row_5,,,,,,,,,
476,748,LM0237,E57,,E57aRWY,,8,,,,,Unknown,Unknown,,,,Box_7_Row_5,,,,,,,,,
477,746,LM0237,E57,,E57aRWY2,,9,,,,,Unknown,Unknown,,,,Box_7_Row_5,,,,,,,,,
478,754,LM0237,E57,,E57aALU,,10,,,,,Unknown,Unknown,,,,Box_7_Row_5,,,,,,,,,
479,755,LM0237,E57,,E57aUWY,,11,,,,,Unknown,Unknown,,,,Box_7_Row_5,,,,,,,,,
480,757,LM0238,E57,,E57aHJR,,0,0.0737,with_beads,with_beads,,Found,Found,Available,14.04.2022_B1,Dileshi,Box_8_Row_1,,4/14/2022 6:47:37 PM,149.1,ng/µl,2.982,1.604,1.86,1.23,D
481,765,LM0238,E57,,E57aCKZ,,1,0.0896,with_beads,with_beads,,Unknown,Found,,14.04.2022_B1,Dileshi,Box_8_Row_1,,4/14/2022 6:51:49 PM,40.9,ng/µl,0.819,0.464,1.76,0.74,D
482,776,LM0238,E57,,E57aKMX,,2,0.0752,with_beads,with_beads,,Found,Found,,24.03.2022,Alexa,Box_8_Row_1,,4/26/2022 7:57:09 PM,241.9,ng/µl,4.838,2.679,1.81,1.97,D
483,773,LM0238,E57,,E57aAGU,,3,0.1021,with_beads,with_beads,,Found,Found,,23.03.2022,Alexa,Box_8_Row_1,,4/26/2022 8:00:24 PM,189.3,ng/µl,3.786,2.108,1.8,1.65,D
484,758,LM0238,E57,,E57aHJT,,4,0.0507,with_beads,with_beads,,Found,Found,Available,23.04.2022_B1,Dileshi,Box_8_Row_1,,4/23/2022 4:41:40 PM,200.1,ng/µl,4.002,2.189,1.83,1.42,D
485,768,LM0238,E57,,E57aENX,,5,0.0609,with_beads,with_beads,,Unknown,Found,Available,23.04.2022_B1,Dileshi,Box_8_Row_1,,4/23/2022 4:40:56 PM,72.9,ng/µl,1.458,0.792,1.84,1.55,D
486,760,LM0238,E57,,E57aABL,,6,0.0805,with_beads,with_beads,,Unknown,Found,,14.04.2022_B1,Dileshi,Box_8_Row_1,,4/14/2022 6:54:07 PM,210,ng/µl,4.199,2.328,1.8,1.69,D
487,764,LM0238,E57,,E57aIVW,,7,0.0224,with_beads,with_beads,,Unknown,Found,,14.04.2022_B1,Dileshi,Box_8_Row_1,,4/14/2022 6:44:41 PM,147.7,ng/µl,2.954,1.596,1.85,2.01,D
488,766,LM0238,E57,,E57aHOS,,8,,,,,Unknown,Unknown,,,,Box_8_Row_1,,,,,,,,,
489,756,LM0238,E57,,E57aCHP,,9,,,,,Unknown,Unknown,,,,Box_8_Row_1,,,,,,,,,
490,769,LM0238,E57,,E57aHJZ,,10,0.0341,with_beads,with_beads,,Unknown,Found,,14.04.2022_B1,Dileshi,Box_8_Row_1,,4/14/2022 6:54:59 PM,199.1,ng/µl,3.982,2.178,1.83,1.61,D
491,771,LM0238,E57,,E57aPRS,,11,0.0628,with_beads,with_beads,,Unknown,Found,Available,14.04.2022_B1,Dileshi,Box_8_Row_1,,4/14/2022 6:46:53 PM,244.2,ng/µl,4.884,2.648,1.84,1.98,D
492,791,LM0239,E57,XX,E57aDFX,,0,0.0736,with_beads,with_beads,,Found,Found,Available,07.04.2022_B1,Dileshi,Box_8_Row_2,,4/7/2022 2:27:55 PM,255,ng/µl,5.101,3.034,1.68,1.48,D
493,791,LM0239,E57,XX,E57aEOZ,,0,0.0736,with_beads,with_beads,,Found,Found,Available,07.04.2022_B1,Dileshi,Box_8_Row_2,,4/26/2022 8:12:59 PM,218.2,ng/µl,4.363,2.387,1.83,1.81,D
494,797,LM0239,E57,XX,E57aADE,,1,0.0662,no_beads,no_beads,4_minute_longer_fridge_incubation,Found,Found,,09.03.2022_B1,Dileshi,Box_8_Row_2,,,,,,,,,
495,797,LM0239,E57,XX,E57aIUZ,Yes,1,0.1330,with_beads,with_beads,,Found,Found,Available,14.04.2022_B1,Dileshi,,,4/14/2022 6:46:03 PM,127.7,ng/µl,2.555,1.369,1.87,1.89,D
496,793,LM0239,E57,XX,E57aADF,,2,0.0952,with_beads,with_beads,,Found,Found,Available,14.04.2022_B2,Dileshi,Box_8_Row_2,,4/14/2022 7:04:39 PM,197.4,ng/µl,3.948,2.158,1.83,1.29,D
497,779,LM0239,E57,XX,E57aJNU,,3,0.1138,with_beads,with_beads,,Found,Found,,23.03.2022,Alexa,Box_8_Row_2,,4/26/2022 7:42:35 PM,201.6,ng/µl,4.032,2.204,1.83,1.94,D
498,777,LM0239,E57,XX,E57aDHW,,4,0.1195,with_beads,with_beads,,Found,Found,Available,24.03.2022,Alexa,Box_8_Row_2,,3/24/2022 11:46:46 AM,145.4,ng/µl,2.909,1.552,1.87,1.89,D
499,777,LM0239,E57,XX,E57aSUZ,,4,0.1195,with_beads,with_beads,,Found,Found,Available,24.03.2022,Alexa,Box_8_Row_2,,4/26/2022 8:08:57 PM,154,ng/µl,3.08,1.665,1.85,1.54,D
500,787,LM0239,E57,XX,E57aIMY,,5,0.0599,with_beads,with_beads,,Found,Found,,23.04.2022_B1,Dileshi,Box_8_Row_2,,4/23/2022 4:46:20 PM,184.9,ng/µl,3.698,2.01,1.84,2.08,D
501,790,LM0239,E57,XX,E57aCGR,,6,0.0525,with_beads,with_beads,,Unknown,Found,,14.04.2022_B2,Dileshi,Box_8_Row_2,,4/14/2022 7:06:17 PM,168.4,ng/µl,3.368,1.835,1.84,1.18,D
502,778,LM0239,E57,XX,E57aGJY,,7,0.0909,with_beads,with_beads,lost_50%_supertant_step_12_round_2,Unknown,Found,,14.04.2022_B1,Dileshi,Box_8_Row_2,,4/14/2022 6:53:14 PM,157.9,ng/µl,3.157,1.722,1.83,1.69,D
503,794,LM0239,E57,XX,E57aMOX,,8,,,,,Unknown,Unknown,,,,Box_8_Row_2,,,,,,,,,
504,784,LM0239,E57,XX,E57aOQV,,9,0.0620,with_beads,with_beads,,Unknown,Found,,14.04.2022_B1,Dileshi,Box_8_Row_2,,4/14/2022 6:42:41 PM,160.5,ng/µl,3.21,1.723,1.86,1.89,D
505,789,LM0239,E57,XX,E57aKTX,,10,0.0647,with_beads,with_beads,,Unknown,Found,,14.04.2022_B1,Dileshi,Box_8_Row_2,,4/14/2022 6:43:14 PM,134.1,ng/µl,2.682,1.433,1.87,2.02,D
506,783,LM0239,E57,XX,E57aAKX,,11,0.0564,with_beads,with_beads,,Unknown,Found,Available,23.04.2022_B1,Dileshi,Box_8_Row_2,,4/23/2022 4:44:53 PM,186.7,ng/µl,3.734,2.035,1.84,2.19,D
507,804,LM0240,E57,XX,E57aIMS,,0,0.0901,with_beads,with_beads,,Found,Found,Available,14.04.2022_B2,Dileshi,Box_8_Row_3,,4/14/2022 7:02:48 PM,144.1,ng/µl,2.883,1.58,1.82,1.26,D
508,815,LM0240,E57,XX,E57aALN,,1,0.0847,no_beads,no_beads,75µl_SX_instead_of_32.5µl_+_no_vortex_at_step_22,Found,Found,,07.03.2022_B2,Dileshi,Box_8_Row_3,,4/26/2022 8:10:24 PM,164.4,ng/µl,3.288,1.778,1.85,0.98,D
509,799,LM0240,E57,XX,E57aJLO,,2,0.0767,with_beads,with_beads,,Found,Found,Available,14.04.2022_B2,Dileshi,Box_8_Row_3,,4/14/2022 7:06:42 PM,56.5,ng/µl,1.129,0.629,1.79,0.78,D
510,799,LM0240,E57,XX,E57aAHM,Yes,2,0.0465,with_beads,with_beads,,Found,Found,,23.04.2022_B2,Dileshi,,,4/23/2022 8:28:45 PM,98.8,ng/µl,1.977,1.079,1.83,1.85,D
511,801,LM0240,E57,XX,E57aILY,,3,0.0787,with_beads,with_beads,,Found,Found,,23.03.2022,Alexa,Box_8_Row_3,,4/26/2022 8:13:57 PM,163.4,ng/µl,3.267,1.772,1.84,1.82,D
512,805,LM0240,E57,XX,E57aRSZ,,4,0.0776,with_beads,with_beads,,Found,Found,Available,14.04.2022_B2,Dileshi,Box_8_Row_3,,4/14/2022 7:07:21 PM,178.3,ng/µl,3.566,1.953,1.83,1.31,D
513,802,LM0240,E57,XX,E57aKTZ,,5,0.0540,with_beads,with_beads,,Found,Found,Available,23.04.2022_B1,Dileshi,Box_8_Row_3,,4/23/2022 4:44:07 PM,135.3,ng/µl,2.706,1.518,1.78,1.34,D
514,817,LM0240,E57,XX,E57aEMP,,6,0.1074,with_beads,with_beads,,Unknown,Found,Available,14.04.2022_B2,Dileshi,Box_8_Row_3,,4/14/2022 7:02:10 PM,185.1,ng/µl,3.701,2.029,1.82,1.32,D
515,812,LM0240,E57,XX,E57aJLT,,7,0.576,with_beads,with_beads,,Unknown,Found,Available,14.04.2022_B2,Dileshi,Box_8_Row_3,,4/14/2022 7:05:41 PM,109.2,ng/µl,2.184,1.21,1.81,0.75,D
516,813,LM0240,E57,XX,E57aIPR,,8,,,,,Unknown,Unknown,,,,Box_8_Row_3,,,,,,,,,
517,803,LM0240,E57,XX,E57aMPY,,9,0.1391,with_beads,with_beads,,Unknown,Found,,14.04.2022_B2,Dileshi,Box_8_Row_3,,4/14/2022 7:05:10 PM,155.6,ng/µl,3.112,1.7,1.83,1.35,D
518,810,LM0240,E57,XX,E57aQUW,,10,0.0897,with_beads,with_beads,,Unknown,Found,Available,14.04.2022_B2,Dileshi,Box_8_Row_3,,,,,,,,,
519,800,LM0240,E57,XX,E57aABH,,11,0.103,with_beads,with_beads,,Unknown,Found,Available,14.04.2022_B2,Dileshi,Box_8_Row_3,,4/14/2022 6:59:48 PM,203.3,ng/µl,4.065,2.234,1.82,1.29,D
520,829,LM0241,E57,,E57aHUZ,,0,,,,,Found,Found,,,,Box_8_Row_4,,,,,,,,,
521,825,LM0241,E57,,E57aDQW,,1,,,,,Unknown,Found,,,,Box_8_Row_4,,,,,,,,,
522,828,LM0241,E57,,E57aPUY,,2,,,,,Found,Found,,,,Box_8_Row_4,,,,,,,,,
