"","EH_ID","experiment","labels","weight","weight_dpi0","relative_weight","fecweight_flot","dpi","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","Locality","Genome","mouse_strain","IDD","Dam","Gen","Sir","IDS","Sir.1","Gen.1","Born","Fpar","LS","MM","FF","ID","PIN","Sex","Gen.2","Wean","BW10","BW20","Clip","Departure","NOTE","Parent1","Parent2","HybridStatus","ageAtdpi0expe1a","Batch","primary_infection","InfectionStrain","challenge_infection","contamination","infection_history","InfectionHistoryTotal","Conc_DNA","A260","A280","R260.280","R260.230","Fecal_status","Mouse_status","fecweight_DNA","Extraction_round_1","Extraction_round_2","Faeces_for_RNA.Extraction","mean_Neubauer","oocysts.per.tube","OPG","Total_DNA","Microbial_density","Genome_copies","Tm","Infection","Genome_copies_ngDNA","DNA_sample","DNA_g_feces","Genome_copies_gFaeces"
"109","LM0188","E57","E57aCIW",20.6,20.6,100,0.9,"0",0,0,0,0,1," SCHUNT x STRA "," dom "," SCHUNT_STRA "," SY ",3472,36," STRA "," SY ",7281,56,"2018-04-10",4,7,"5","2"," EX ",812," M ","F1","1M","5.89",10.69,"L2",NA,NA," SCHUNT "," STRA "," outbred hybrids ",12.8571428571429,1,"E88",NA,NA,NA,NA,NA,261.1,5.222,2.872,1.82,1.9,NA,NA,0.0589,"with_beads","with_beads",NA,0,0,0,10.444,0.177317487266553,0,84.5887451171875,"Negative",0,10444,177317.487266553,0
"110","LM0188","E57","E57aBCR",20.27,20.6,98.3980582524272,0,"1",NA,NA,NA,NA,1," SCHUNT x STRA "," dom "," SCHUNT_STRA "," SY ",3472,36," STRA "," SY ",7281,56,"2018-04-10",4,7,"5","2"," EX ",812," M ","F1","1M","5.89",10.69,"L2",NA,NA," SCHUNT "," STRA "," outbred hybrids ",12.8571428571429,1,"E88",NA,NA,NA,NA,NA,274.7,5.494,3.031,1.81,1.87,NA,NA,0.0504,"with_beads","with_beads",NA,NA,NA,0,10.988,0.218015873015873,0,84.7844314575195,"Negative",0,10988,218015.873015873,0
"111","LM0188","E57","E57aFKW",20.55,20.6,99.7572815533981,0,"2",NA,NA,NA,NA,1," SCHUNT x STRA "," dom "," SCHUNT_STRA "," SY ",3472,36," STRA "," SY ",7281,56,"2018-04-10",4,7,"5","2"," EX ",812," M ","F1","1M","5.89",10.69,"L2",NA,NA," SCHUNT "," STRA "," outbred hybrids ",12.8571428571429,1,"E88",NA,NA,NA,NA,NA,34.1,0.682,0.389,1.76,0.92,NA,NA,0.0662,"with_beads","with_beads",NA,NA,NA,0,1.364,0.0206042296072508,153.321172225737,75.383903503418,"Positive",3.06642344451474,1364,20604.2296072508,63181.2927238384
"112","LM0188","E57","E57aDRY",20.15,20.6,97.8155339805825,0,"3",NA,NA,NA,NA,1," SCHUNT x STRA "," dom "," SCHUNT_STRA "," SY ",3472,36," STRA "," SY ",7281,56,"2018-04-10",4,7,"5","2"," EX ",812," M ","F1","1M","5.89",10.69,"L2",NA,NA," SCHUNT "," STRA "," outbred hybrids ",12.8571428571429,1,"E88",NA,NA,NA,NA,NA,117.8,2.357,1.273,1.85,1.54,NA,NA,0.069,"with_beads","with_beads",NA,NA,NA,0,4.712,0.0682898550724638,323.826193446286,74.9301681518555,"Positive",6.47652386892572,4712,68289.8550724638,442280.87638229
"113","LM0188","E57","E57aDNX",19.76,20.6,95.9223300970874,1.33,"4",0,0,0,0,1," SCHUNT x STRA "," dom "," SCHUNT_STRA "," SY ",3472,36," STRA "," SY ",7281,56,"2018-04-10",4,7,"5","2"," EX ",812," M ","F1","1M","5.89",10.69,"L2",NA,NA," SCHUNT "," STRA "," outbred hybrids ",12.8571428571429,1,"E88",NA,NA,NA,NA,NA,120.9,2.419,1.327,1.82,2.02,NA,NA,0.0745,"with_beads","with_beads",NA,0,0,0,4.836,0.0649127516778523,283.742060626122,74.9418716430664,"Positive",5.67484121252244,4836,64912.7516778523,368369.558439711
"114","LM0188","E57","E57aAOV",19.99,20.6,97.0388349514563,2.42,"5",0,0,0,0,1," SCHUNT x STRA "," dom "," SCHUNT_STRA "," SY ",3472,36," STRA "," SY ",7281,56,"2018-04-10",4,7,"5","2"," EX ",812," M ","F1","1M","5.89",10.69,"L2",NA,NA," SCHUNT "," STRA "," outbred hybrids ",12.8571428571429,1,"E88",NA,NA,NA,NA,NA,217.6,4.351,2.398,1.81,1.92,NA,NA,0.0532,"with_beads","with_beads",NA,0,0,0,8.704,0.163609022556391,7051.80586676794,75.0824508666992,"Positive",141.036117335359,8704,163609.022556391,23074781.3023865
"115","LM0188","E57","E57aEOU",20.1,20.6,97.5728155339806,1.34,"6",0,0,0,0,1," SCHUNT x STRA "," dom "," SCHUNT_STRA "," SY ",3472,36," STRA "," SY ",7281,56,"2018-04-10",4,7,"5","2"," EX ",812," M ","F1","1M","5.89",10.69,"L2",NA,NA," SCHUNT "," STRA "," outbred hybrids ",12.8571428571429,1,"E88",NA,NA,NA,NA,NA,137.8,2.756,1.521,1.81,1.41,NA,NA,0.0552,"with_beads","with_beads",NA,0,0,0,5.512,0.0998550724637681,45554.7114512874,74.7806625366211,"Positive",911.094229025748,5512,99855.0724637681,90977380.260687
"116","LM0188","E57","E57aUVY",20.07,20.6,97.4271844660194,1.44,"7",9,8,6,10,1," SCHUNT x STRA "," dom "," SCHUNT_STRA "," SY ",3472,36," STRA "," SY ",7281,56,"2018-04-10",4,7,"5","2"," EX ",812," M ","F1","1M","5.89",10.69,"L2",NA,NA," SCHUNT "," STRA "," outbred hybrids ",12.8571428571429,1,"E88",NA,NA,NA,NA,NA,30.8,0.617,0.34,1.81,0.96,"Soft",NA,0.0207,"with_beads","with_beads",NA,8.25,82500,57291.6666666667,1.232,0.0595169082125604,774364.71705157,74.9450302124023,"Positive",15487.2943410314,1232,59516.9082125604,921755875.756071
"117","LM0188","E57","E57aDET",18.23,20.6,88.495145631068,0.64,"8",41,49,73,57,1," SCHUNT x STRA "," dom "," SCHUNT_STRA "," SY ",3472,36," STRA "," SY ",7281,56,"2018-04-10",4,7,"5","2"," EX ",812," M ","F1","1M","5.89",10.69,"L2",NA,NA," SCHUNT "," STRA "," outbred hybrids ",12.8571428571429,1,"E88",NA,NA,NA,NA,NA,216.5,4.33,2.482,1.74,1.37,NA,NA,0.0908,"with_beads","with_beads",NA,55,550000,859375,8.66,0.095374449339207,NA,NA,NA,NA,8660,95374.449339207,NA
"118","LM0188","E57","E57aTWY",17.67,20.6,85.7766990291262,0.54,"9",23,19,22,17,1," SCHUNT x STRA "," dom "," SCHUNT_STRA "," SY ",3472,36," STRA "," SY ",7281,56,"2018-04-10",4,7,"5","2"," EX ",812," M ","F1","1M","5.89",10.69,"L2",NA,NA," SCHUNT "," STRA "," outbred hybrids ",12.8571428571429,1,"E88",NA,NA,NA,NA,NA,314.9,6.299,3.502,1.8,1.87,NA,NA,0.0316,"with_beads","with_beads","Available",20.25,202500,375000,12.596,0.398607594936709,281160.637960395,74.9418716430664,"Positive",5623.2127592079,12596,398607.594936709,2241455313.76527
"119","LM0188","E57","E57aCIP",17.03,20.6,82.6699029126214,0.73,"10",27,24,25,34,1," SCHUNT x STRA "," dom "," SCHUNT_STRA "," SY ",3472,36," STRA "," SY ",7281,56,"2018-04-10",4,7,"5","2"," EX ",812," M ","F1","1M","5.89",10.69,"L2",NA,NA," SCHUNT "," STRA "," outbred hybrids ",12.8571428571429,1,"E88",NA,NA,NA,NA,NA,278.5,5.57,3.108,1.79,2.14,NA,NA,0.064,"with_beads","with_beads","Available",27.5,275000,376712.328767123,11.14,0.1740625,121057.096823186,74.9418716430664,"Positive",2421.14193646371,11140,174062.5,421430018.315715
"120","LM0188","E57","E57aIJT",17.74,20.6,86.1165048543689,0.61,"11",4,6,12,9,1," SCHUNT x STRA "," dom "," SCHUNT_STRA "," SY ",3472,36," STRA "," SY ",7281,56,"2018-04-10",4,7,"5","2"," EX ",812," M ","F1","1M","5.89",10.69,"L2",NA,NA," SCHUNT "," STRA "," outbred hybrids ",12.8571428571429,1,"E88",NA,NA,NA,NA,NA,302.2,6.043,3.322,1.82,1.94,NA,NA,0.0805,"with_beads","with_beads",NA,7.75,77500,127049.180327869,12.088,0.15016149068323,11486.4712215416,75.1105194091797,"Positive",229.729424430832,12088,150161.49068323,34496512.8263341
"121","LM0189","E57","E57aIJW",17.03,17.03,100,0.91,"0",0,0,0,0,1," Prague "," mus "," PWD_PWD "," SY ",5343,42," PWD "," SY ",5340,42,"2018-04-01",4,4,"2","2"," EX ",758," F ","43","1F","5.22",7.18,"L4",NA,NA," PWD "," PWD "," parental strains ",14.1428571428571,1,"E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Available",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","LM0189","E57","E57aCJS",16.35,17.03,96.0070463887258,0,"1",NA,NA,NA,NA,1," Prague "," mus "," PWD_PWD "," SY ",5343,42," PWD "," SY ",5340,42,"2018-04-01",4,4,"2","2"," EX ",758," F ","43","1F","5.22",7.18,"L4",NA,NA," PWD "," PWD "," parental strains ",14.1428571428571,1,"E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Available",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","LM0189","E57","E57aDOV",16.89,17.03,99.1779213153259,0,"2",NA,NA,NA,NA,1," Prague "," mus "," PWD_PWD "," SY ",5343,42," PWD "," SY ",5340,42,"2018-04-01",4,4,"2","2"," EX ",758," F ","43","1F","5.22",7.18,"L4",NA,NA," PWD "," PWD "," parental strains ",14.1428571428571,1,"E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","LM0189","E57","E57aKSV",16.14,17.03,94.7739283617146,0,"3",NA,NA,NA,NA,1," Prague "," mus "," PWD_PWD "," SY ",5343,42," PWD "," SY ",5340,42,"2018-04-01",4,4,"2","2"," EX ",758," F ","43","1F","5.22",7.18,"L4",NA,NA," PWD "," PWD "," parental strains ",14.1428571428571,1,"E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Available",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","LM0189","E57","E57aAYZ",16.24,17.03,95.3611274221961,0.88,"4",0,0,0,0,1," Prague "," mus "," PWD_PWD "," SY ",5343,42," PWD "," SY ",5340,42,"2018-04-01",4,4,"2","2"," EX ",758," F ","43","1F","5.22",7.18,"L4",NA,NA," PWD "," PWD "," parental strains ",14.1428571428571,1,"E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Available",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","LM0189","E57","E57aCKY",16.68,17.03,97.9448032883147,1.02,"5",0,0,0,0,1," Prague "," mus "," PWD_PWD "," SY ",5343,42," PWD "," SY ",5340,42,"2018-04-01",4,4,"2","2"," EX ",758," F ","43","1F","5.22",7.18,"L4",NA,NA," PWD "," PWD "," parental strains ",14.1428571428571,1,"E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","LM0189","E57","E57aABV",16.2,17.03,95.1262477980035,0.67,"6",0,0,0,0,1," Prague "," mus "," PWD_PWD "," SY ",5343,42," PWD "," SY ",5340,42,"2018-04-01",4,4,"2","2"," EX ",758," F ","43","1F","5.22",7.18,"L4",NA,NA," PWD "," PWD "," parental strains ",14.1428571428571,1,"E88",NA,NA,NA,NA,NA,143.5,2.871,1.541,1.86,2.2,NA,NA,0.1047,"with_beads","with_beads",NA,0,0,0,5.74,0.0548233046800382,NA,NA,NA,NA,5740,54823.3046800382,NA
"128","LM0189","E57","E57aCHW",15.5,17.03,91.015854374633,0.6,"7",1,3,6,5,1," Prague "," mus "," PWD_PWD "," SY ",5343,42," PWD "," SY ",5340,42,"2018-04-01",4,4,"2","2"," EX ",758," F ","43","1F","5.22",7.18,"L4",NA,NA," PWD "," PWD "," parental strains ",14.1428571428571,1,"E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,37500,62500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","LM0189","E57","E57aAOY",13.7,17.03,80.4462712859659,0.1,"8",1,4,1,1,1," Prague "," mus "," PWD_PWD "," SY ",5343,42," PWD "," SY ",5340,42,"2018-04-01",4,4,"2","2"," EX ",758," F ","43","1F","5.22",7.18,"L4",NA,NA," PWD "," PWD "," parental strains ",14.1428571428571,1,"E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low content",NA,NA,NA,NA,NA,1.75,17500,175000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","LM0189","E57","E57aKWX",12.86,17.03,75.5137991779213,0.17,"9",7,15,12,14,1," Prague "," mus "," PWD_PWD "," SY ",5343,42," PWD "," SY ",5340,42,"2018-04-01",4,4,"2","2"," EX ",758," F ","43","1F","5.22",7.18,"L4",NA,NA," PWD "," PWD "," parental strains ",14.1428571428571,1,"E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sacrificed",NA,NA,NA,NA,12,120000,705882.352941176,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","LM0189","E57","E57aAOW",NA,17.03,NA,0,"10",NA,NA,NA,NA,1," Prague "," mus "," PWD_PWD "," SY ",5343,42," PWD "," SY ",5340,42,"2018-04-01",4,4,"2","2"," EX ",758," F ","43","1F","5.22",7.18,"L4",NA,NA," PWD "," PWD "," parental strains ",14.1428571428571,1,"E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unavailable","Sacrificed",NA,NA,NA,"Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","LM0189","E57","E57aDGS",NA,17.03,NA,0,"11",NA,NA,NA,NA,1," Prague "," mus "," PWD_PWD "," SY ",5343,42," PWD "," SY ",5340,42,"2018-04-01",4,4,"2","2"," EX ",758," F ","43","1F","5.22",7.18,"L4",NA,NA," PWD "," PWD "," parental strains ",14.1428571428571,1,"E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unavailable","Sacrificed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","LM0190","E57","E57aHOX",15.55,15.55,100,1.05,"0",0,0,0,0,1," Prague "," mus "," PWD_PWD "," SY ",5343,42," PWD "," SY ",5340,42,"2018-03-07",3,9,"5","4"," EX ",665," F ","43","1F","3.98",4.41,"L2",NA,NA," PWD "," PWD "," parental strains ",17.7142857142857,1,"E88",NA,NA,NA,NA,NA,226.3,4.527,2.459,1.84,2.04,NA,NA,0.0584,"with_beads","with_beads",NA,0,0,0,9.052,0.155,0,84.9379730224609,"Negative",0,9052,155000,0
"134","LM0190","E57","E57aRSW",15.9,15.55,102.250803858521,0,"1",NA,NA,NA,NA,1," Prague "," mus "," PWD_PWD "," SY ",5343,42," PWD "," SY ",5340,42,"2018-03-07",3,9,"5","4"," EX ",665," F ","43","1F","3.98",4.41,"L2",NA,NA," PWD "," PWD "," parental strains ",17.7142857142857,1,"E88",NA,NA,NA,NA,NA,246.2,4.925,2.755,1.79,1.73,NA,NA,0.0799,"with_beads","with_beads",NA,NA,NA,0,9.848,0.123254067584481,0,85.3915176391602,"Negative",0,9848,123254.067584481,0
"135","LM0190","E57","E57aEKR",15.65,15.55,100.64308681672,0,"2",NA,NA,NA,NA,1," Prague "," mus "," PWD_PWD "," SY ",5343,42," PWD "," SY ",5340,42,"2018-03-07",3,9,"5","4"," EX ",665," F ","43","1F","3.98",4.41,"L2",NA,NA," PWD "," PWD "," parental strains ",17.7142857142857,1,"E88",NA,NA,NA,NA,NA,37.1,0.742,0.414,1.79,1.41,NA,NA,0.0215,"with_beads","with_beads",NA,NA,NA,0,1.484,0.0690232558139535,0,77.8315811157227,"Negative",0,1484,69023.2558139535,0
"136","LM0190","E57","E57aGQX",15.49,15.55,99.6141479099678,0,"3",NA,NA,NA,NA,1," Prague "," mus "," PWD_PWD "," SY ",5343,42," PWD "," SY ",5340,42,"2018-03-07",3,9,"5","4"," EX ",665," F ","43","1F","3.98",4.41,"L2",NA,NA," PWD "," PWD "," parental strains ",17.7142857142857,1,"E88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","LM0190","E57","E57aVWX",16.06,15.55,103.279742765273,0.83,"4",0,0,0,0,1," Prague "," mus "," PWD_PWD "," SY ",5343,42," PWD "," SY ",5340,42,"2018-03-07",3,9,"5","4"," EX ",665," F ","43","1F","3.98",4.41,"L2",NA,NA," PWD "," PWD "," parental strains ",17.7142857142857,1,"E88",NA,NA,NA,NA,NA,140.5,2.81,1.5,1.87,2.45,NA,NA,0.0652,"with_beads","with_beads","Available",0,0,0,5.62,0.0861963190184049,533.86070587886,75.021354675293,"Positive",10.6772141175772,5620,86196.3190184049,920336.554306501
"138","LM0190","E57","E57aCEP",15.45,15.55,99.3569131832797,1.15,"5",0,0,0,0,1," Prague "," mus "," PWD_PWD "," SY ",5343,42," PWD "," SY ",5340,42,"2018-03-07",3,9,"5","4"," EX ",665," F ","43","1F","3.98",4.41,"L2",NA,NA," PWD "," PWD "," parental strains ",17.7142857142857,1,"E88",NA,NA,NA,NA,NA,277.6,5.553,3.144,1.77,1.56,NA,NA,0.0525,"with_beads","with_beads",NA,0,0,0,11.104,0.211504761904762,226.484107708351,75.1111221313477,"Positive",4.52968215416701,11104,211504.761904762,958049.345521344
"139","LM0190","E57","E57aNSZ",15.21,15.55,97.8135048231511,0.93,"6",0,0,0,0,1," Prague "," mus "," PWD_PWD "," SY ",5343,42," PWD "," SY ",5340,42,"2018-03-07",3,9,"5","4"," EX ",665," F ","43","1F","3.98",4.41,"L2",NA,NA," PWD "," PWD "," parental strains ",17.7142857142857,1,"E88",NA,NA,NA,NA,NA,243.3,4.865,2.724,1.79,1.69,NA,NA,0.0286,"with_beads","with_beads",NA,0,0,0,9.732,0.34027972027972,27199.6723924286,74.9532623291016,"Positive",543.993447848572,9732,340279.72027972,185109938.267913
"140","LM0190","E57","E57aPWY",14.66,15.55,94.2765273311897,0.74,"7",6,3,4,9,1," Prague "," mus "," PWD_PWD "," SY ",5343,42," PWD "," SY ",5340,42,"2018-03-07",3,9,"5","4"," EX ",665," F ","43","1F","3.98",4.41,"L2",NA,NA," PWD "," PWD "," parental strains ",17.7142857142857,1,"E88",NA,NA,NA,NA,NA,88.9,1.779,1.019,1.75,0.97,NA,NA,0.058,"with_beads","with_beads",NA,5.5,55000,74324.3243243243,3.556,0.0613103448275862,980718.509193505,74.6429748535156,"Positive",19614.3701838701,3556,61310.3448275862,1202563799.549
"141","LM0190","E57","E57aAIZ",13.14,15.55,84.5016077170418,0.4,"8",15,25,45,29,1," Prague "," mus "," PWD_PWD "," SY ",5343,42," PWD "," SY ",5340,42,"2018-03-07",3,9,"5","4"," EX ",665," F ","43","1F","3.98",4.41,"L2",NA,NA," PWD "," PWD "," parental strains ",17.7142857142857,1,"E88",NA,NA,NA,NA,NA,20.8,0.416,0.23,1.81,1.45,NA,NA,0.01,"with_beads","with_beads",NA,28.5,285000,712500,0.832,0.0832,1038362.8584469,74.7940063476563,"Positive",20767.2571689381,832,83200,1727835796.45565
"142","LM0190","E57","E57aJNS",12.68,15.55,81.5434083601286,0.31,"9",1,2,5,2,1," Prague "," mus "," PWD_PWD "," SY ",5343,42," PWD "," SY ",5340,42,"2018-03-07",3,9,"5","4"," EX ",665," F ","43","1F","3.98",4.41,"L2",NA,NA," PWD "," PWD "," parental strains ",17.7142857142857,1,"E88",NA,NA,NA,NA,NA,174.6,3.493,1.944,1.8,1.71,NA,NA,0.0642,"with_beads","with_beads",NA,2.5,25000,80645.1612903226,6.984,0.108785046728972,526102.836086239,74.3488006591797,"Positive",10522.0567217248,6984,108785.046728972,1144642432.15772
"143","LM0190","E57","E57aLUW",12.53,15.55,80.5787781350482,0.43,"10",4,4,1,11,1," Prague "," mus "," PWD_PWD "," SY ",5343,42," PWD "," SY ",5340,42,"2018-03-07",3,9,"5","4"," EX ",665," F ","43","1F","3.98",4.41,"L2",NA,NA," PWD "," PWD "," parental strains ",17.7142857142857,1,"E88",NA,NA,NA,NA,NA,277.8,5.556,3.089,1.8,1.73,NA,NA,0.0461,"with_beads","with_beads","Available",5,50000,116279.069767442,11.112,0.241041214750542,0,86.1670989990234,"Negative",0,11112,241041.214750542,0
"144","LM0190","E57","E57aFJO",12.9,15.55,82.9581993569132,0.42,"11",0,1,1,1,1," Prague "," mus "," PWD_PWD "," SY ",5343,42," PWD "," SY ",5340,42,"2018-03-07",3,9,"5","4"," EX ",665," F ","43","1F","3.98",4.41,"L2",NA,NA," PWD "," PWD "," parental strains ",17.7142857142857,1,"E88",NA,NA,NA,NA,NA,373.8,7.477,4.291,1.74,1.48,NA,NA,0.0913,"with_beads","with_beads",NA,0.75,7500,17857.1428571429,14.952,0.163767798466594,17396.7814268684,74.6531829833984,"Positive",347.935628537368,14952,163767.798466594,56980651.8936552
"145","LM0191","E57","E57aHJX",21.97,21.97,100,0.94,"0",0,0,0,0,1," BUSNA x STRA "," mus x dom "," BUSNA_STRA "," SY ",6114,60," STRA "," SY ",6345,55,"2018-02-23",2,3,"0","3"," EX ",621," F ","F1","1F","7.07",12.2,"P3",NA,NA," BUSNA "," STRA "," inter subsp. hybrids ",19.4285714285714,1,"E88",NA,NA,NA,NA,NA,231,4.62,2.508,1.84,2.18,NA,NA,0.0536,"with_beads","with_beads",NA,0,0,0,9.24,0.172388059701493,46.007379482793,75.1726760864258,"Positive",0.92014758965586,9240,172388.059701493,158622.457619779
"146","LM0191","E57","E57aINR",21.74,21.97,98.9531178880291,0,"1",NA,NA,NA,NA,1," BUSNA x STRA "," mus x dom "," BUSNA_STRA "," SY ",6114,60," STRA "," SY ",6345,55,"2018-02-23",2,3,"0","3"," EX ",621," F ","F1","1F","7.07",12.2,"P3",NA,NA," BUSNA "," STRA "," inter subsp. hybrids ",19.4285714285714,1,"E88",NA,NA,NA,NA,NA,196.9,3.937,2.169,1.82,1.8,NA,NA,0.054,"with_beads","with_beads",NA,NA,NA,0,7.876,0.145851851851852,139.035005335968,75.1762924194336,"Positive",2.78070010671937,7876,145851.851851852,405570.260009662
"147","LM0191","E57","E57aBNR",21.53,21.97,97.9972690031862,0,"2",NA,NA,NA,NA,1," BUSNA x STRA "," mus x dom "," BUSNA_STRA "," SY ",6114,60," STRA "," SY ",6345,55,"2018-02-23",2,3,"0","3"," EX ",621," F ","F1","1F","7.07",12.2,"P3",NA,NA," BUSNA "," STRA "," inter subsp. hybrids ",19.4285714285714,1,"E88",NA,NA,NA,NA,NA,7.9,0.158,0.071,2.23,0.32,NA,NA,0.0242,"with_beads","with_beads",NA,NA,NA,0,0.316,0.0130578512396694,40.0955413180462,75.3275680541992,"Positive",0.801910826360924,316,13057.8512396694,10471.2322781013
"148","LM0191","E57","E57aMRT",21.49,21.97,97.8152025489304,0,"3",NA,NA,NA,NA,1," BUSNA x STRA "," mus x dom "," BUSNA_STRA "," SY ",6114,60," STRA "," SY ",6345,55,"2018-02-23",2,3,"0","3"," EX ",621," F ","F1","1F","7.07",12.2,"P3",NA,NA," BUSNA "," STRA "," inter subsp. hybrids ",19.4285714285714,1,"E88",NA,NA,NA,NA,NA,48.6,0.973,0.514,1.89,1.59,NA,NA,0.0358,"with_beads","with_beads","Available",NA,NA,0,1.944,0.0543016759776536,285.716484685996,75.021354675293,"Positive",5.71432969371993,1944,54301.6759776536,310297.679457864
"149","LM0191","E57","E57aBHO",22.15,21.97,100.819299044151,1.17,"4",0,0,0,0,1," BUSNA x STRA "," mus x dom "," BUSNA_STRA "," SY ",6114,60," STRA "," SY ",6345,55,"2018-02-23",2,3,"0","3"," EX ",621," F ","F1","1F","7.07",12.2,"P3",NA,NA," BUSNA "," STRA "," inter subsp. hybrids ",19.4285714285714,1,"E88",NA,NA,NA,NA,NA,201.6,4.032,2.217,1.82,1.19,NA,NA,0.0572,"with_beads","with_beads","Available",0,0,0,8.064,0.140979020979021,208.419689036386,75.1726760864258,"Positive",4.16839378072772,8064,140979.020979021,587656.074262034
"150","LM0191","E57","E57aHLZ",22.23,21.97,101.183431952663,1.59,"5",0,0,0,0,1," BUSNA x STRA "," mus x dom "," BUSNA_STRA "," SY ",6114,60," STRA "," SY ",6345,55,"2018-02-23",2,3,"0","3"," EX ",621," F ","F1","1F","7.07",12.2,"P3",NA,NA," BUSNA "," STRA "," inter subsp. hybrids ",19.4285714285714,1,"E88",NA,NA,NA,NA,NA,177.3,3.547,1.951,1.82,1.73,NA,NA,0.046,"with_beads","with_beads",NA,0,0,0,7.092,0.154173913043478,4978.52838215617,75.0177841186523,"Positive",99.5705676431235,7092,154173.913043478,15351184.0375007
"151","LM0191","E57","E57aAJO",21.73,21.97,98.9076012744652,1.17,"6",0,0,0,0,1," BUSNA x STRA "," mus x dom "," BUSNA_STRA "," SY ",6114,60," STRA "," SY ",6345,55,"2018-02-23",2,3,"0","3"," EX ",621," F ","F1","1F","7.07",12.2,"P3",NA,NA," BUSNA "," STRA "," inter subsp. hybrids ",19.4285714285714,1,"E88",NA,NA,NA,NA,NA,227.8,4.556,2.514,1.81,1.66,NA,NA,0.0483,"with_beads","with_beads","Available",0,0,0,9.112,0.188654244306418,4900.01306224841,74.8628921508789,"Positive",98.0002612449682,9112,188654.244306418,18488165.227001
"152","LM0191","E57","E57aDOZ",21.89,21.97,99.6358670914884,0.77,"7",0,1,0,0,1," BUSNA x STRA "," mus x dom "," BUSNA_STRA "," SY ",6114,60," STRA "," SY ",6345,55,"2018-02-23",2,3,"0","3"," EX ",621," F ","F1","1F","7.07",12.2,"P3",NA,NA," BUSNA "," STRA "," inter subsp. hybrids ",19.4285714285714,1,"E88",NA,NA,NA,NA,NA,339.9,6.797,3.834,1.77,1.81,NA,NA,0.1078,"with_beads","with_beads","Available",0,0,0,13.596,0.126122448979592,NA,NA,NA,NA,13596,126122.448979592,NA
"153","LM0191","E57","E57aHOP",21.4,21.97,97.4055530268548,0.58,"8",57,73,60,62,1," BUSNA x STRA "," mus x dom "," BUSNA_STRA "," SY ",6114,60," STRA "," SY ",6345,55,"2018-02-23",2,3,"0","3"," EX ",621," F ","F1","1F","7.07",12.2,"P3",NA,NA," BUSNA "," STRA "," inter subsp. hybrids ",19.4285714285714,1,"E88",NA,NA,NA,NA,NA,64.6,1.292,0.691,1.87,1.24,NA,NA,0.0252,"with_beads","with_beads",NA,63,630000,1086206.89655172,2.584,0.102539682539683,624446.840832419,74.553108215332,"Positive",12488.9368166484,2584,102539.682539683,1280611616.43728
"154","LM0191","E57","E57aFUY",20.31,21.97,92.4442421483842,0.37,"9",7,17,11,11,1," BUSNA x STRA "," mus x dom "," BUSNA_STRA "," SY ",6114,60," STRA "," SY ",6345,55,"2018-02-23",2,3,"0","3"," EX ",621," F ","F1","1F","7.07",12.2,"P3",NA,NA," BUSNA "," STRA "," inter subsp. hybrids ",19.4285714285714,1,"E88",NA,NA,NA,NA,NA,340.8,6.817,3.714,1.84,1.93,NA,NA,0.0343,"with_beads","with_beads",NA,11.5,115000,310810.810810811,13.632,0.397434402332362,146924.618832799,74.553108215332,"Positive",2938.49237665598,13632,397434.402332362,1167857961.47447
