"","labels","EH_ID","dpi","OPG","weightloss","Genome_copies_gFaeces","Variable"
"440","E57aCJQ","LM0238","7",31914.8936170213,-6.13977792292619,1826822703.28385,"E88_Sec"
"441","E57aNQW","LM0238","8",2346153.84615385,3.72305682560418,NA,"E88_Sec"
"442","E57aHOU","LM0238","9",608695.652173913,5.22534291312868,NA,"E88_Sec"
"443","E57aIOX","LM0238","10",328125,-0.261267145656428,222016623.798221,"E88_Sec"
"444","E57aDMT","LM0238","11",72916.6666666667,-7.38079686479426,16223185.9288286,"E88_Sec"
"457","E57aCSX","LM0240","0",41353.3834586466,0,48828226.9817036,"E88_Sec"
"458","E57aFLQ","LM0240","1",0,-13.5886349598518,1794990.54396527,"E88_Sec"
"459","E57aRWY","LM0240","2",0,-7.16491661519457,43321.1260140684,"E88_Sec"
"460","E57aALU","LM0240","3",0,-12.1680049413218,27784783.0524578,"E88_Sec"
"461","E57aUWY","LM0240","4",0,-12.2297714638666,2928371.30963702,"E88_Sec"
"462","E57aHJR","LM0240","5",0,-13.6504014823965,21632714.2007851,"E88_Sec"
"463","E57aCKZ","LM0240","6",0,-11.7974058060531,165892437.230853,"E88_Sec"
"464","E57aKMX","LM0240","7",0,-7.6590487955528,230853804.400826,"E88_Sec"
"465","E57aAGU","LM0240","8",1473684.21052632,-4.81778875849288,NA,"E88_Sec"
"466","E57aHJT","LM0240","9",335106.382978723,5.12662137121681,146455502.164071,"E88_Sec"
"467","E57aENX","LM0240","10",NA,-9.38851142680667,3797410.07837217,"E88_Sec"
"468","E57aABL","LM0240","11",160714.285714286,-8.46201358863494,37077139.1595685,"E88_Sec"
"529","E57aAHJ","LM0246","0",18750,0,9282416.46868804,"E88_Sec"
"530","E57aAKO","LM0246","1",0,-3.84401114206129,36056243.7609465,"E88_Sec"
"531","E57aGHL","LM0246","2",0,-5.62674094707522,13924877.2763827,"E88_Sec"
"532","E57aBLN","LM0246","3",0,-10.2506963788301,882366.954197643,"E88_Sec"
"533","E57aRTV","LM0246","4",0,-11.142061281337,1642512.18787142,"E88_Sec"
"534","E57aIKZ","LM0246","5",0,-11.0306406685237,41655567.0484253,"E88_Sec"
"535","E57aTUY","LM0246","6",0,-13.0362116991643,379999759.786431,"E88_Sec"
"536","E57aBOY","LM0246","7",6578.94736842105,-7.68802228412256,NA,"E88_Sec"
"537","E57aAMS","LM0246","8",1245192.30769231,0.111420612813368,NA,"E88_Sec"
"538","E57aACY","LM0246","9",644736.842105263,2.06128133704736,858388436.421676,"E88_Sec"
"539","E57aKUY","LM0246","10",382352.941176471,3.78830083565459,NA,"E88_Sec"
"540","E57aBGU","LM0246","11",83333.3333333333,-5.62674094707522,17590662.1360764,"E88_Sec"
"541","E57aACP","LM0247","0",42056.0747663551,0,102968831.452163,"E88_Sec"
"542","E57aGLM","LM0247","1",0,2.02300674335582,11199965.0782574,"E88_Sec"
"543","E57aSUX","LM0247","2",0,3.09401031336772,8408950.29404867,"E88_Sec"
"544","E57aHLY","LM0247","3",0,2.49900833002778,29120201.303623,"E88_Sec"
"545","E57aKUX","LM0247","4",0,2.49900833002778,NA,"E88_Sec"
"546","E57aHOY","LM0247","5",0,3.33201110670369,5688073.96114404,"E88_Sec"
"547","E57aMNR","LM0247","6",0,2.57834192780643,56326263.6549444,"E88_Sec"
"548","E57aAIK","LM0247","7",NA,5.03768345894486,248403546.58123,"E88_Sec"
"549","E57aGQS","LM0247","8",2084615.38461538,7.65569218564062,NA,"E88_Sec"
"550","E57aCOW","LM0247","9",1221153.84615385,10.353034510115,882363178.080789,"E88_Sec"
"551","E57aOQY","LM0247","10",222222.222222222,8.68702895676319,78235895.7111093,"E88_Sec"
"552","E57aLRS","LM0247","11",154891.304347826,8.9646965489885,11432753.1175438,"E88_Sec"
"553","E57aJOT","LM0248","0",53571.4285714286,0,0,"E88_Sec"
"554","E57aCMW","LM0248","1",0,-5.83657587548639,NA,"E88_Sec"
"555","E57aDQV","LM0248","2",0,-1.22290161200668,0,"E88_Sec"
"556","E57aAUZ","LM0248","3",0,-6.44802668148972,0,"E88_Sec"
"557","E57aHJM","LM0248","4",0,-5.83657587548639,2146817.11127873,"E88_Sec"
"558","E57aDOU","LM0248","5",0,-6.83713173985548,0,"E88_Sec"
"559","E57aEFG","LM0248","6",0,-8.61589772095609,0,"E88_Sec"
"560","E57aJLX","LM0248","7",28846.1538461538,-6.00333518621457,0,"E88_Sec"
"561","E57aAIV","LM0248","8",2801310.04366812,-8.78265703168428,NA,"E88_Sec"
"562","E57aDEW","LM0248","9",551779.935275081,-12.2846025569761,170636177.415846,"E88_Sec"
"563","E57aCJO","LM0248","10",121827.411167513,-6.17009449694276,0,"E88_Sec"
"564","E57aAHV","LM0248","11",4807.69230769231,-12.0066703724291,0,"E88_Sec"
